kin_energy,pot_energy,total_energy,time
0.0028683061476336494,0.03238733755080633,0.03525564369843998,8.6
0.0029466206316658213,0.03254396651852669,0.03549058715019251,8.7
0.003026444028237854,0.032703613311316826,0.03573005733955468,8.8
0.003107803668949755,0.03286633259237643,0.03597413626132619,8.9
0.003190727661887928,0.03303218057787777,0.0362229082397657,9.0
0.0032752449163362266,0.03320121508638847,0.0364764600027247,9.1
0.0033613851684646005,0.033373495590247895,0.03673488075871249,9.2
0.0034491790080394135,0.03354908326898852,0.03699826227702793,9.3
0.0035386579062014743,0.033728041064891426,0.0372666989710929,9.4
0.003629854244360573,0.03391043374077604,0.03754028798513662,9.5
0.0037228013442576827,0.0340963279401236,0.03781912928438128,9.6
0.003817533499248612,0.03428579224964534,0.038103325748893954,9.7
0.003914086006866013,0.034478897264406255,0.03839298327127227,9.8
0.0040124952027193505,0.03467571565562469,0.03868821085834404,9.9
0.0041127984957959164,0.034876322241274724,0.03898912073707064,10.0
0.0042150344052293,0.0350807940596231,0.0392958284648524,10.1
0.004319242598605003,0.03528921044584018,0.039608453044445185,10.2
0.004425463931877595,0.03550165311183451,0.0399271170437121,10.3
0.0045337404909765455,0.03571820622946462,0.04025194672044117,10.4
0.004644115635183632,0.03593895651729319,0.04058307215247682,10.5
0.004756634042368142,0.03616399333105828,0.04092062737342642,10.6
0.004871341756171699,0.03639340875804249,0.04126475051421419,10.7
0.004988286235239761,0.03662729771553613,0.04161558395077589,10.8
0.005107516404601664,0.03686575805359686,0.041973274458198526,10.9
0.005229082709307695,0.03710889066232467,0.042337973371632365,11.0
0.005353037170437418,0.03735679958387793,0.04270983675431535,11.1
0.005479433443600452,0.03760959212947487,0.043089025573075326,11.2
0.005608326880057532,0.03786737900163627,0.0434757058816938,11.3
0.005739774590597846,0.03813027442193938,0.04387004901253722,11.4
0.005873835512315897,0.03839839626457264,0.04427223177688854,11.5
0.006010570478440442,0.03867186619599223,0.04468243667443267,11.6
0.006150042291376569,0.03895080982100746,0.04510085211238403,11.7
0.00629231579913233,0.03923535683563319,0.045527672634765516,11.8
0.006437457975311108,0.03952564118707494,0.04596309916238605,11.9
0.006585538002862643,0.03982180124123107,0.04640733924409371,12.0
0.006736627361797051,0.04012397995812074,0.04686060731991779,12.1
0.006890799921079289,0.04043232507567232,0.047323124996751606,12.2
0.007048132034934806,0.04074698930233542,0.04779512133727022,12.3
0.007208702643811841,0.04106813051900496,0.0482768331628168,12.4
0.0073725933802615265,0.04139591199078184,0.048768505371043366,12.5
0.007539888680013412,0.041730502589123725,0.04927039126913714,12.6
0.007710675898542398,0.04207207702497845,0.04978275292352085,12.7
0.007885045433441724,0.04242081609353071,0.05030586152697243,12.8
0.008063090852937736,0.042776906931231595,0.05083999778416933,12.9
0.008244909030904407,0.04314054328582648,0.05138545231673088,13.0
0.00843060028875877,0.04351192580014798,0.05194252608890675,13.1
0.008620268544644842,0.04389126231048192,0.05251153085512676,13.2
0.008814021470340628,0.04427876816038194,0.053092789630722566,13.3
0.00901197065635228,0.04467466653085782,0.0536866371872101,13.4
0.00921423178569232,0.04507918878793228,0.0542934205736246,13.5
0.009420924816871797,0.04549257484862445,0.054913499665496246,13.6
0.009632174176674857,0.04591507356650015,0.05554724774317501,13.7
0.00984810896332281,0.04634694313799896,0.05619505210132177,13.8
0.010068863160678903,0.046788451530844044,0.05685731469152295,13.9
0.01029457586419096,0.04723987693592793,0.057534452800118895,14.0
0.010525391519320007,0.04770150824416944,0.058226899763489444,14.1
0.010761460173257208,0.04817364554994716,0.058935105723204366,14.2
0.011002937740789889,0.04865660068283156,0.059659538423621455,14.3
0.011249986285242014,0.04915069776946643,0.06040068405470844,14.4
0.011502774315483527,0.04965627382758754,0.06115904814307107,14.5
0.011761477100077182,0.05017367939431554,0.06193515649439272,14.6
0.012026276999713951,0.05070327919102785,0.0627295561907418,14.7
0.012297363819175292,0.05124545282728213,0.06354281664645742,14.8
0.012574935180157957,0.0518005955464661,0.06437553072662405,14.9
0.012859196916399456,0.05236911901604932,0.06522831593244878,15.0
0.013150363492657887,0.052951452165541896,0.06610181565819978,15.1
0.013448658449222238,0.05354804207551504,0.06699670052473727,15.2
0.013754314873764443,0.054159354921305886,0.06791366979507032,15.3
0.014067575902491176,0.05478587697532003,0.06885345287781121,15.4
0.014388695252714984,0.05542811567217473,0.06981681092488971,15.5
0.01471793778913749,0.056086600741265605,0.0708045385304031,15.6
0.015055580126332442,0.05676188541173076,0.0718174655380632,15.7
0.015401911270121995,0.05745454769520481,0.0728564589653268,15.8
0.015757233300772958,0.0581651917522112,0.07392242505298416,15.9
0.01612186210118987,0.05889444934854862,0.0750163114497385,16.0
0.016496128133558417,0.05964298140857675,0.07613910954213517,16.1
0.016880377268196096,0.06041147967291831,0.0772918569411144,16.2
0.017274971668701056,0.061200668468756436,0.07847564013745749,16.3
0.017680290737856465,0.0620113066016436,0.07969159733950007,16.4
0.01809673212915276,0.06284418937854526,0.08094092150769802,16.5
0.018524712829234857,0.06370015077273514,0.08222486360197,16.6
0.018964670317074318,0.06458006574213912,0.08354473605921343,16.7
0.01941706380620865,0.06548485271381405,0.0849019165200227,16.8
0.019882375576991837,0.06641547624844751,0.08629785182543935,16.9
0.02036111240646399,0.0673729499000987,0.0877340623065627,17.0
0.02085380710418702,0.06835833928786783,0.08921214639205485,17.1
0.021361020163208316,0.06937276539782566,0.09073378556103398,17.2
0.02188334153622654,0.07041740813534209,0.09230074967156862,17.3
0.02242139254804005,0.0714935101499863,0.09391490269802635,17.4
0.022975827956486998,0.07260238095740235,0.09557820891388935,17.5
0.023547338175336625,0.07374540138509589,0.09729273956043251,17.6
0.02413665167399428,0.0749240283718409,0.09906068004583518,17.7
0.024744537570444997,0.07613980015356918,0.10088433772401417,17.8
0.025371808435611893,0.07739434187208369,0.10276615030769558,17.9
0.02601932332926786,0.07868937164688451,0.10470869497615237,18.0
0.02668799108983929,0.08002670715477472,0.10671469824461402,18.1
0.027378773902917597,0.08140827276688323,0.10878704666980082,18.2
0.028092691176074318,0.08283610729829444,0.11092879847436876,18.3
0.028830823750717473,0.08431237243175987,0.11314319618247734,18.4
0.02959431848526744,0.08583936188405053,0.11543368036931798,18.5
0.0303843932479344,0.0874195113915106,0.117803904639445,18.6
0.031202342361916158,0.08905540960045244,0.1202577519623686,18.7
0.03204954255097646,0.09074980995831325,0.12279935250928971,18.8
0.032927459439209314,0.09250564371318061,0.12543310315238992,18.9
0.033837654665444084,0.09432603414260451,0.1281636888080486,19.0
0.0347817936803311,0.09621431214776582,0.13099610582809693,19.1
0.035761654302806985,0.09817403336640634,0.13393568766921332,19.2
0.03677913612255385,0.10020899697774507,0.13698813310029892,19.3
0.037836270846431166,0.10232326639534098,0.14015953724177216,19.4
0.038935233699919275,0.10452119206997912,0.1434564257698984,19.5
0.04007835600964853,0.10680743665472484,0.14688579266437335,19.6
0.0412681391104332,0.1091870028189913,0.1504551419294245,19.7
0.04250726974028854,0.11166526403856947,0.154172533778858,19.8
0.04379863711015258,0.11424799873506936,0.15804663584522194,19.9
